seed,family_size,arm,accepted,true_accepts,false_accepts,recall,empirical_fdr
158,100,Random-25,1,1,0,0.3333333333333333,0.0
158,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
159,100,Exhaustive-Expanded,3,3,0,1.0,0.0
159,100,Random-25,1,1,0,0.3333333333333333,0.0
159,100,VeraDM-prior,3,3,0,1.0,0.0
160,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
160,100,Random-25,0,0,0,0.0,0.0
160,100,VeraDM-prior,1,1,0,0.3333333333333333,0.0
161,100,Exhaustive-Expanded,3,3,0,1.0,0.0
161,100,Random-25,1,1,0,0.3333333333333333,0.0
161,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
162,100,Exhaustive-Expanded,3,3,0,1.0,0.0
162,100,Random-25,0,0,0,0.0,0.0
162,100,VeraDM-prior,4,3,1,1.0,0.25
163,100,Exhaustive-Expanded,3,3,0,1.0,0.0
163,100,Random-25,1,1,0,0.3333333333333333,0.0
163,100,VeraDM-prior,5,3,2,1.0,0.4
164,100,Exhaustive-Expanded,3,3,0,1.0,0.0
164,100,Random-25,0,0,0,0.0,0.0
164,100,VeraDM-prior,3,3,0,1.0,0.0
165,100,Exhaustive-Expanded,3,3,0,1.0,0.0
165,100,Random-25,1,1,0,0.3333333333333333,0.0
165,100,VeraDM-prior,4,1,3,0.3333333333333333,0.75
166,100,Exhaustive-Expanded,4,3,1,1.0,0.25
166,100,Random-25,1,1,0,0.3333333333333333,0.0
166,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
167,100,Exhaustive-Expanded,3,3,0,1.0,0.0
167,100,Random-25,0,0,0,0.0,0.0
167,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
168,100,Exhaustive-Expanded,3,3,0,1.0,0.0
168,100,Random-25,1,1,0,0.3333333333333333,0.0
168,100,VeraDM-prior,4,3,1,1.0,0.25
169,100,Exhaustive-Expanded,3,3,0,1.0,0.0
169,100,Random-25,3,2,1,0.6666666666666666,0.3333333333333333
169,100,VeraDM-prior,3,3,0,1.0,0.0
170,100,Exhaustive-Expanded,4,3,1,1.0,0.25
170,100,Random-25,1,1,0,0.3333333333333333,0.0
170,100,VeraDM-prior,4,2,2,0.6666666666666666,0.5
171,100,Exhaustive-Expanded,3,3,0,1.0,0.0
171,100,Random-25,0,0,0,0.0,0.0
171,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
172,100,Exhaustive-Expanded,4,3,1,1.0,0.25
172,100,Random-25,0,0,0,0.0,0.0
172,100,VeraDM-prior,3,3,0,1.0,0.0
173,100,Exhaustive-Expanded,3,3,0,1.0,0.0
173,100,Random-25,1,1,0,0.3333333333333333,0.0
173,100,VeraDM-prior,4,3,1,1.0,0.25
174,100,Exhaustive-Expanded,3,3,0,1.0,0.0
174,100,Random-25,1,1,0,0.3333333333333333,0.0
174,100,VeraDM-prior,3,3,0,1.0,0.0
175,100,Exhaustive-Expanded,3,3,0,1.0,0.0
175,100,Random-25,3,2,1,0.6666666666666666,0.3333333333333333
175,100,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
176,100,Exhaustive-Expanded,3,3,0,1.0,0.0
176,100,Random-25,1,1,0,0.3333333333333333,0.0
176,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
177,100,Exhaustive-Expanded,4,3,1,1.0,0.25
177,100,Random-25,0,0,0,0.0,0.0
177,100,VeraDM-prior,3,3,0,1.0,0.0
178,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
178,100,Random-25,2,2,0,0.6666666666666666,0.0
178,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
179,100,Exhaustive-Expanded,3,3,0,1.0,0.0
179,100,Random-25,2,2,0,0.6666666666666666,0.0
179,100,VeraDM-prior,3,3,0,1.0,0.0
180,100,Exhaustive-Expanded,3,3,0,1.0,0.0
180,100,Random-25,1,1,0,0.3333333333333333,0.0
180,100,VeraDM-prior,3,1,2,0.3333333333333333,0.6666666666666666
181,100,Exhaustive-Expanded,3,3,0,1.0,0.0
181,100,Random-25,0,0,0,0.0,0.0
181,100,VeraDM-prior,1,1,0,0.3333333333333333,0.0
182,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
182,100,Random-25,0,0,0,0.0,0.0
182,100,VeraDM-prior,0,0,0,0.0,0.0
183,100,Exhaustive-Expanded,3,3,0,1.0,0.0
183,100,Random-25,0,0,0,0.0,0.0
183,100,VeraDM-prior,3,3,0,1.0,0.0
184,100,Exhaustive-Expanded,3,3,0,1.0,0.0
184,100,Random-25,1,1,0,0.3333333333333333,0.0
184,100,VeraDM-prior,3,3,0,1.0,0.0
185,100,Exhaustive-Expanded,3,3,0,1.0,0.0
185,100,Random-25,1,1,0,0.3333333333333333,0.0
185,100,VeraDM-prior,3,3,0,1.0,0.0
186,100,Exhaustive-Expanded,3,3,0,1.0,0.0
186,100,Random-25,0,0,0,0.0,0.0
186,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
187,100,Exhaustive-Expanded,3,3,0,1.0,0.0
187,100,Random-25,0,0,0,0.0,0.0
187,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
188,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
188,100,Random-25,0,0,0,0.0,0.0
188,100,VeraDM-prior,5,3,2,1.0,0.4
189,100,Exhaustive-Expanded,3,3,0,1.0,0.0
189,100,Random-25,0,0,0,0.0,0.0
189,100,VeraDM-prior,3,3,0,1.0,0.0
190,100,Exhaustive-Expanded,4,3,1,1.0,0.25
190,100,Random-25,2,1,1,0.3333333333333333,0.5
190,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
191,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
191,100,Random-25,0,0,0,0.0,0.0
191,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
192,100,Exhaustive-Expanded,3,3,0,1.0,0.0
192,100,Random-25,3,2,1,0.6666666666666666,0.3333333333333333
192,100,VeraDM-prior,1,1,0,0.3333333333333333,0.0
193,100,Exhaustive-Expanded,4,3,1,1.0,0.25
193,100,Random-25,0,0,0,0.0,0.0
193,100,VeraDM-prior,3,3,0,1.0,0.0
194,100,Exhaustive-Expanded,5,3,2,1.0,0.4
194,100,Random-25,1,1,0,0.3333333333333333,0.0
194,100,VeraDM-prior,5,2,3,0.6666666666666666,0.6
195,100,Exhaustive-Expanded,3,3,0,1.0,0.0
195,100,Random-25,1,1,0,0.3333333333333333,0.0
195,100,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
196,100,Exhaustive-Expanded,3,3,0,1.0,0.0
196,100,Random-25,0,0,0,0.0,0.0
196,100,VeraDM-prior,3,3,0,1.0,0.0
197,100,Exhaustive-Expanded,3,3,0,1.0,0.0
197,100,Random-25,0,0,0,0.0,0.0
197,100,VeraDM-prior,4,3,1,1.0,0.25
198,100,Exhaustive-Expanded,3,3,0,1.0,0.0
198,100,Random-25,1,1,0,0.3333333333333333,0.0
198,100,VeraDM-prior,3,3,0,1.0,0.0
199,100,Exhaustive-Expanded,3,3,0,1.0,0.0
199,100,Random-25,1,0,1,0.0,1.0
199,100,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
200,100,Exhaustive-Expanded,4,3,1,1.0,0.25
200,100,Random-25,1,1,0,0.3333333333333333,0.0
200,100,VeraDM-prior,3,3,0,1.0,0.0
201,100,Exhaustive-Expanded,3,3,0,1.0,0.0
201,100,Random-25,1,1,0,0.3333333333333333,0.0
201,100,VeraDM-prior,3,3,0,1.0,0.0
202,100,Exhaustive-Expanded,3,3,0,1.0,0.0
202,100,Random-25,2,2,0,0.6666666666666666,0.0
202,100,VeraDM-prior,3,3,0,1.0,0.0
203,100,Exhaustive-Expanded,3,3,0,1.0,0.0
203,100,Random-25,2,1,1,0.3333333333333333,0.5
203,100,VeraDM-prior,3,3,0,1.0,0.0
204,100,Exhaustive-Expanded,3,3,0,1.0,0.0
204,100,Random-25,4,0,4,0.0,1.0
204,100,VeraDM-prior,4,3,1,1.0,0.25
205,100,Exhaustive-Expanded,4,3,1,1.0,0.25
205,100,Random-25,0,0,0,0.0,0.0
205,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
206,100,Exhaustive-Expanded,3,3,0,1.0,0.0
206,100,Random-25,0,0,0,0.0,0.0
206,100,VeraDM-prior,3,3,0,1.0,0.0
207,100,Exhaustive-Expanded,3,3,0,1.0,0.0
207,100,Random-25,0,0,0,0.0,0.0
207,100,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
208,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
208,100,Random-25,0,0,0,0.0,0.0
208,100,VeraDM-prior,1,1,0,0.3333333333333333,0.0
209,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
209,100,Random-25,1,1,0,0.3333333333333333,0.0
209,100,VeraDM-prior,3,3,0,1.0,0.0
210,100,Exhaustive-Expanded,3,3,0,1.0,0.0
210,100,Random-25,1,1,0,0.3333333333333333,0.0
210,100,VeraDM-prior,3,3,0,1.0,0.0
211,100,Exhaustive-Expanded,3,3,0,1.0,0.0
211,100,Random-25,1,1,0,0.3333333333333333,0.0
211,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
212,100,Exhaustive-Expanded,3,3,0,1.0,0.0
212,100,Random-25,2,2,0,0.6666666666666666,0.0
212,100,VeraDM-prior,4,2,2,0.6666666666666666,0.5
213,100,Exhaustive-Expanded,3,3,0,1.0,0.0
213,100,Random-25,0,0,0,0.0,0.0
213,100,VeraDM-prior,3,3,0,1.0,0.0
214,100,Exhaustive-Expanded,3,3,0,1.0,0.0
214,100,Random-25,0,0,0,0.0,0.0
214,100,VeraDM-prior,3,3,0,1.0,0.0
215,100,Exhaustive-Expanded,3,3,0,1.0,0.0
215,100,Random-25,1,0,1,0.0,1.0
215,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
216,100,Exhaustive-Expanded,3,3,0,1.0,0.0
216,100,Random-25,0,0,0,0.0,0.0
216,100,VeraDM-prior,3,3,0,1.0,0.0
217,100,Exhaustive-Expanded,3,3,0,1.0,0.0
217,100,Random-25,1,1,0,0.3333333333333333,0.0
217,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
218,100,Exhaustive-Expanded,4,3,1,1.0,0.25
218,100,Random-25,2,2,0,0.6666666666666666,0.0
218,100,VeraDM-prior,3,3,0,1.0,0.0
219,100,Exhaustive-Expanded,3,3,0,1.0,0.0
219,100,Random-25,2,2,0,0.6666666666666666,0.0
219,100,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
220,100,Exhaustive-Expanded,4,3,1,1.0,0.25
220,100,Random-25,2,1,1,0.3333333333333333,0.5
220,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
221,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
221,100,Random-25,0,0,0,0.0,0.0
221,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
222,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
222,100,Random-25,1,0,1,0.0,1.0
222,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
223,100,Exhaustive-Expanded,5,3,2,1.0,0.4
223,100,Random-25,2,2,0,0.6666666666666666,0.0
223,100,VeraDM-prior,4,3,1,1.0,0.25
224,100,Exhaustive-Expanded,3,3,0,1.0,0.0
224,100,Random-25,0,0,0,0.0,0.0
224,100,VeraDM-prior,3,3,0,1.0,0.0
225,100,Exhaustive-Expanded,3,3,0,1.0,0.0
225,100,Random-25,0,0,0,0.0,0.0
225,100,VeraDM-prior,3,3,0,1.0,0.0
226,100,Exhaustive-Expanded,4,3,1,1.0,0.25
226,100,Random-25,1,1,0,0.3333333333333333,0.0
226,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
227,100,Exhaustive-Expanded,3,3,0,1.0,0.0
227,100,Random-25,1,0,1,0.0,1.0
227,100,VeraDM-prior,4,3,1,1.0,0.25
228,100,Exhaustive-Expanded,5,3,2,1.0,0.4
228,100,Random-25,0,0,0,0.0,0.0
228,100,VeraDM-prior,4,3,1,1.0,0.25
229,100,Exhaustive-Expanded,3,3,0,1.0,0.0
229,100,Random-25,0,0,0,0.0,0.0
229,100,VeraDM-prior,3,3,0,1.0,0.0
230,100,Exhaustive-Expanded,3,3,0,1.0,0.0
230,100,Random-25,0,0,0,0.0,0.0
230,100,VeraDM-prior,3,3,0,1.0,0.0
231,100,Exhaustive-Expanded,3,3,0,1.0,0.0
231,100,Random-25,0,0,0,0.0,0.0
231,100,VeraDM-prior,3,3,0,1.0,0.0
232,100,Exhaustive-Expanded,3,3,0,1.0,0.0
232,100,Random-25,1,1,0,0.3333333333333333,0.0
232,100,VeraDM-prior,1,1,0,0.3333333333333333,0.0
233,100,Exhaustive-Expanded,3,3,0,1.0,0.0
233,100,Random-25,0,0,0,0.0,0.0
233,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
234,100,Exhaustive-Expanded,3,3,0,1.0,0.0
234,100,Random-25,1,0,1,0.0,1.0
234,100,VeraDM-prior,3,3,0,1.0,0.0
235,100,Exhaustive-Expanded,3,3,0,1.0,0.0
235,100,Random-25,0,0,0,0.0,0.0
235,100,VeraDM-prior,3,3,0,1.0,0.0
236,100,Exhaustive-Expanded,3,3,0,1.0,0.0
236,100,Random-25,1,1,0,0.3333333333333333,0.0
236,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
237,100,Exhaustive-Expanded,3,3,0,1.0,0.0
237,100,Random-25,2,1,1,0.3333333333333333,0.5
237,100,VeraDM-prior,3,3,0,1.0,0.0
238,100,Exhaustive-Expanded,3,3,0,1.0,0.0
238,100,Random-25,2,2,0,0.6666666666666666,0.0
238,100,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
239,100,Exhaustive-Expanded,4,3,1,1.0,0.25
239,100,Random-25,1,1,0,0.3333333333333333,0.0
239,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
240,100,Exhaustive-Expanded,3,3,0,1.0,0.0
240,100,Random-25,1,1,0,0.3333333333333333,0.0
240,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
241,100,Exhaustive-Expanded,3,3,0,1.0,0.0
241,100,Random-25,3,2,1,0.6666666666666666,0.3333333333333333
241,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
242,100,Exhaustive-Expanded,3,3,0,1.0,0.0
242,100,Random-25,0,0,0,0.0,0.0
242,100,VeraDM-prior,3,3,0,1.0,0.0
243,100,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
243,100,Random-25,2,1,1,0.3333333333333333,0.5
243,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
244,100,Exhaustive-Expanded,3,3,0,1.0,0.0
244,100,Random-25,1,0,1,0.0,1.0
244,100,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
245,100,Exhaustive-Expanded,3,3,0,1.0,0.0
245,100,Random-25,0,0,0,0.0,0.0
245,100,VeraDM-prior,4,3,1,1.0,0.25
246,100,Exhaustive-Expanded,3,3,0,1.0,0.0
246,100,Random-25,1,1,0,0.3333333333333333,0.0
246,100,VeraDM-prior,1,1,0,0.3333333333333333,0.0
247,100,Exhaustive-Expanded,3,3,0,1.0,0.0
247,100,Random-25,2,2,0,0.6666666666666666,0.0
247,100,VeraDM-prior,3,3,0,1.0,0.0
248,100,Exhaustive-Expanded,3,3,0,1.0,0.0
248,100,Random-25,2,2,0,0.6666666666666666,0.0
248,100,VeraDM-prior,3,3,0,1.0,0.0
249,100,Exhaustive-Expanded,3,3,0,1.0,0.0
249,100,Random-25,0,0,0,0.0,0.0
249,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
250,100,Exhaustive-Expanded,3,3,0,1.0,0.0
250,100,Random-25,2,1,1,0.3333333333333333,0.5
250,100,VeraDM-prior,3,3,0,1.0,0.0
251,100,Exhaustive-Expanded,3,3,0,1.0,0.0
251,100,Random-25,0,0,0,0.0,0.0
251,100,VeraDM-prior,3,3,0,1.0,0.0
252,100,Exhaustive-Expanded,3,3,0,1.0,0.0
252,100,Random-25,2,1,1,0.3333333333333333,0.5
252,100,VeraDM-prior,5,3,2,1.0,0.4
253,100,Exhaustive-Expanded,6,3,3,1.0,0.5
253,100,Random-25,2,2,0,0.6666666666666666,0.0
253,100,VeraDM-prior,3,3,0,1.0,0.0
254,100,Exhaustive-Expanded,3,3,0,1.0,0.0
254,100,Random-25,2,1,1,0.3333333333333333,0.5
254,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
255,100,Exhaustive-Expanded,4,3,1,1.0,0.25
255,100,Random-25,0,0,0,0.0,0.0
255,100,VeraDM-prior,3,3,0,1.0,0.0
256,100,Exhaustive-Expanded,3,3,0,1.0,0.0
256,100,Random-25,0,0,0,0.0,0.0
256,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
257,100,Exhaustive-Expanded,5,3,2,1.0,0.4
257,100,Random-25,1,1,0,0.3333333333333333,0.0
257,100,VeraDM-prior,4,3,1,1.0,0.25
258,100,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
258,100,Random-25,1,1,0,0.3333333333333333,0.0
258,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
259,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
259,100,Random-25,1,1,0,0.3333333333333333,0.0
259,100,VeraDM-prior,4,3,1,1.0,0.25
260,100,Exhaustive-Expanded,3,3,0,1.0,0.0
260,100,Random-25,0,0,0,0.0,0.0
260,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
261,100,Exhaustive-Expanded,5,3,2,1.0,0.4
261,100,Random-25,2,2,0,0.6666666666666666,0.0
261,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
262,100,Exhaustive-Expanded,4,3,1,1.0,0.25
262,100,Random-25,2,1,1,0.3333333333333333,0.5
262,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
263,100,Exhaustive-Expanded,3,3,0,1.0,0.0
263,100,Random-25,1,1,0,0.3333333333333333,0.0
263,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
264,100,Exhaustive-Expanded,3,3,0,1.0,0.0
264,100,Random-25,1,1,0,0.3333333333333333,0.0
264,100,VeraDM-prior,3,3,0,1.0,0.0
265,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
265,100,Random-25,1,1,0,0.3333333333333333,0.0
265,100,VeraDM-prior,4,3,1,1.0,0.25
266,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
266,100,Random-25,0,0,0,0.0,0.0
266,100,VeraDM-prior,3,3,0,1.0,0.0
267,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
267,100,Random-25,1,1,0,0.3333333333333333,0.0
267,100,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
268,100,Exhaustive-Expanded,3,3,0,1.0,0.0
268,100,Random-25,0,0,0,0.0,0.0
268,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
269,100,Exhaustive-Expanded,3,3,0,1.0,0.0
269,100,Random-25,0,0,0,0.0,0.0
269,100,VeraDM-prior,4,3,1,1.0,0.25
270,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
270,100,Random-25,0,0,0,0.0,0.0
270,100,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
271,100,Exhaustive-Expanded,4,3,1,1.0,0.25
271,100,Random-25,0,0,0,0.0,0.0
271,100,VeraDM-prior,0,0,0,0.0,0.0
272,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
272,100,Random-25,3,1,2,0.3333333333333333,0.6666666666666666
272,100,VeraDM-prior,1,1,0,0.3333333333333333,0.0
273,100,Exhaustive-Expanded,3,3,0,1.0,0.0
273,100,Random-25,1,1,0,0.3333333333333333,0.0
273,100,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
274,100,Exhaustive-Expanded,4,3,1,1.0,0.25
274,100,Random-25,2,1,1,0.3333333333333333,0.5
274,100,VeraDM-prior,3,3,0,1.0,0.0
275,100,Exhaustive-Expanded,4,3,1,1.0,0.25
275,100,Random-25,4,2,2,0.6666666666666666,0.5
275,100,VeraDM-prior,3,3,0,1.0,0.0
276,100,Exhaustive-Expanded,3,3,0,1.0,0.0
276,100,Random-25,0,0,0,0.0,0.0
276,100,VeraDM-prior,4,3,1,1.0,0.25
277,100,Exhaustive-Expanded,3,3,0,1.0,0.0
277,100,Random-25,1,1,0,0.3333333333333333,0.0
277,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
278,100,Exhaustive-Expanded,4,2,2,0.6666666666666666,0.5
278,100,Random-25,0,0,0,0.0,0.0
278,100,VeraDM-prior,4,3,1,1.0,0.25
279,100,Exhaustive-Expanded,4,3,1,1.0,0.25
279,100,Random-25,0,0,0,0.0,0.0
279,100,VeraDM-prior,4,3,1,1.0,0.25
280,100,Exhaustive-Expanded,4,3,1,1.0,0.25
280,100,Random-25,0,0,0,0.0,0.0
280,100,VeraDM-prior,3,3,0,1.0,0.0
281,100,Exhaustive-Expanded,3,3,0,1.0,0.0
281,100,Random-25,1,1,0,0.3333333333333333,0.0
281,100,VeraDM-prior,3,3,0,1.0,0.0
282,100,Exhaustive-Expanded,3,3,0,1.0,0.0
282,100,Random-25,2,1,1,0.3333333333333333,0.5
282,100,VeraDM-prior,3,3,0,1.0,0.0
283,100,Exhaustive-Expanded,3,3,0,1.0,0.0
283,100,Random-25,0,0,0,0.0,0.0
283,100,VeraDM-prior,3,3,0,1.0,0.0
284,100,Exhaustive-Expanded,3,3,0,1.0,0.0
284,100,Random-25,0,0,0,0.0,0.0
284,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
285,100,Exhaustive-Expanded,3,3,0,1.0,0.0
285,100,Random-25,0,0,0,0.0,0.0
285,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
286,100,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
286,100,Random-25,0,0,0,0.0,0.0
286,100,VeraDM-prior,4,3,1,1.0,0.25
287,100,Exhaustive-Expanded,3,3,0,1.0,0.0
287,100,Random-25,2,2,0,0.6666666666666666,0.0
287,100,VeraDM-prior,3,3,0,1.0,0.0
288,100,Exhaustive-Expanded,3,3,0,1.0,0.0
288,100,Random-25,3,3,0,1.0,0.0
288,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
289,100,Exhaustive-Expanded,3,3,0,1.0,0.0
289,100,Random-25,0,0,0,0.0,0.0
289,100,VeraDM-prior,3,3,0,1.0,0.0
290,100,Exhaustive-Expanded,3,3,0,1.0,0.0
290,100,Random-25,0,0,0,0.0,0.0
290,100,VeraDM-prior,3,3,0,1.0,0.0
291,100,Exhaustive-Expanded,5,3,2,1.0,0.4
291,100,Random-25,0,0,0,0.0,0.0
291,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
292,100,Exhaustive-Expanded,4,3,1,1.0,0.25
292,100,Random-25,2,1,1,0.3333333333333333,0.5
292,100,VeraDM-prior,3,3,0,1.0,0.0
293,100,Exhaustive-Expanded,4,3,1,1.0,0.25
293,100,Random-25,0,0,0,0.0,0.0
293,100,VeraDM-prior,4,2,2,0.6666666666666666,0.5
294,100,Exhaustive-Expanded,3,3,0,1.0,0.0
294,100,Random-25,1,1,0,0.3333333333333333,0.0
294,100,VeraDM-prior,3,3,0,1.0,0.0
295,100,Exhaustive-Expanded,3,3,0,1.0,0.0
295,100,Random-25,2,1,1,0.3333333333333333,0.5
295,100,VeraDM-prior,4,3,1,1.0,0.25
296,100,Exhaustive-Expanded,3,3,0,1.0,0.0
296,100,Random-25,1,1,0,0.3333333333333333,0.0
296,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
297,100,Exhaustive-Expanded,5,3,2,1.0,0.4
297,100,Random-25,0,0,0,0.0,0.0
297,100,VeraDM-prior,3,3,0,1.0,0.0
298,100,Exhaustive-Expanded,3,3,0,1.0,0.0
298,100,Random-25,1,1,0,0.3333333333333333,0.0
298,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
299,100,Exhaustive-Expanded,3,3,0,1.0,0.0
299,100,Random-25,2,2,0,0.6666666666666666,0.0
299,100,VeraDM-prior,3,3,0,1.0,0.0
300,100,Exhaustive-Expanded,4,3,1,1.0,0.25
300,100,Random-25,0,0,0,0.0,0.0
300,100,VeraDM-prior,3,3,0,1.0,0.0
301,100,Exhaustive-Expanded,3,3,0,1.0,0.0
301,100,Random-25,0,0,0,0.0,0.0
301,100,VeraDM-prior,3,3,0,1.0,0.0
302,100,Exhaustive-Expanded,3,3,0,1.0,0.0
302,100,Random-25,2,1,1,0.3333333333333333,0.5
302,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
303,100,Exhaustive-Expanded,3,3,0,1.0,0.0
303,100,Random-25,2,2,0,0.6666666666666666,0.0
303,100,VeraDM-prior,3,3,0,1.0,0.0
304,100,Exhaustive-Expanded,3,3,0,1.0,0.0
304,100,Random-25,3,1,2,0.3333333333333333,0.6666666666666666
304,100,VeraDM-prior,3,3,0,1.0,0.0
305,100,Exhaustive-Expanded,3,3,0,1.0,0.0
305,100,Random-25,2,2,0,0.6666666666666666,0.0
305,100,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
306,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
306,100,Random-25,0,0,0,0.0,0.0
306,100,VeraDM-prior,5,3,2,1.0,0.4
307,100,Exhaustive-Expanded,3,3,0,1.0,0.0
307,100,Random-25,1,1,0,0.3333333333333333,0.0
307,100,VeraDM-prior,4,3,1,1.0,0.25
308,100,Exhaustive-Expanded,3,3,0,1.0,0.0
308,100,Random-25,1,1,0,0.3333333333333333,0.0
308,100,VeraDM-prior,3,3,0,1.0,0.0
309,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
309,100,Random-25,2,2,0,0.6666666666666666,0.0
309,100,VeraDM-prior,3,3,0,1.0,0.0
310,100,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
310,100,Random-25,0,0,0,0.0,0.0
310,100,VeraDM-prior,3,3,0,1.0,0.0
311,100,Exhaustive-Expanded,3,3,0,1.0,0.0
311,100,Random-25,0,0,0,0.0,0.0
311,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
312,100,Exhaustive-Expanded,3,3,0,1.0,0.0
312,100,Random-25,1,1,0,0.3333333333333333,0.0
312,100,VeraDM-prior,3,3,0,1.0,0.0
313,100,Exhaustive-Expanded,3,3,0,1.0,0.0
313,100,Random-25,0,0,0,0.0,0.0
313,100,VeraDM-prior,3,3,0,1.0,0.0
314,100,Exhaustive-Expanded,3,3,0,1.0,0.0
314,100,Random-25,2,1,1,0.3333333333333333,0.5
314,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
315,100,Exhaustive-Expanded,3,3,0,1.0,0.0
315,100,Random-25,0,0,0,0.0,0.0
315,100,VeraDM-prior,3,3,0,1.0,0.0
316,100,Exhaustive-Expanded,4,3,1,1.0,0.25
316,100,Random-25,2,2,0,0.6666666666666666,0.0
316,100,VeraDM-prior,3,3,0,1.0,0.0
317,100,Exhaustive-Expanded,3,3,0,1.0,0.0
317,100,Random-25,1,1,0,0.3333333333333333,0.0
317,100,VeraDM-prior,3,3,0,1.0,0.0
318,100,Exhaustive-Expanded,4,3,1,1.0,0.25
318,100,Random-25,1,1,0,0.3333333333333333,0.0
318,100,VeraDM-prior,2,2,0,0.6666666666666666,0.0
319,100,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
319,100,Random-25,0,0,0,0.0,0.0
319,100,VeraDM-prior,3,3,0,1.0,0.0
320,100,Exhaustive-Expanded,4,3,1,1.0,0.25
