seed,family_size,arm,accepted,true_accepts,false_accepts,recall,empirical_fdr
367,30000,Random-25,0,0,0,0.0,0.0
367,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
368,30000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
368,30000,Random-25,0,0,0,0.0,0.0
368,30000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
369,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
369,30000,Random-25,0,0,0,0.0,0.0
369,30000,VeraDM-prior,3,3,0,1.0,0.0
370,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
370,30000,Random-25,0,0,0,0.0,0.0
370,30000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
371,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
371,30000,Random-25,0,0,0,0.0,0.0
371,30000,VeraDM-prior,3,3,0,1.0,0.0
372,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
372,30000,Random-25,0,0,0,0.0,0.0
372,30000,VeraDM-prior,4,3,1,1.0,0.25
373,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
373,30000,Random-25,0,0,0,0.0,0.0
373,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
374,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
374,30000,Random-25,0,0,0,0.0,0.0
374,30000,VeraDM-prior,3,3,0,1.0,0.0
375,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
375,30000,Random-25,0,0,0,0.0,0.0
375,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
376,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
376,30000,Random-25,0,0,0,0.0,0.0
376,30000,VeraDM-prior,3,3,0,1.0,0.0
377,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
377,30000,Random-25,0,0,0,0.0,0.0
377,30000,VeraDM-prior,4,3,1,1.0,0.25
378,30000,Exhaustive-Expanded,3,1,2,0.3333333333333333,0.6666666666666666
378,30000,Random-25,0,0,0,0.0,0.0
378,30000,VeraDM-prior,3,3,0,1.0,0.0
379,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
379,30000,Random-25,1,0,1,0.0,1.0
379,30000,VeraDM-prior,3,3,0,1.0,0.0
380,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
380,30000,Random-25,0,0,0,0.0,0.0
380,30000,VeraDM-prior,3,3,0,1.0,0.0
381,30000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
381,30000,Random-25,0,0,0,0.0,0.0
381,30000,VeraDM-prior,3,3,0,1.0,0.0
382,30000,Exhaustive-Expanded,4,3,1,1.0,0.25
382,30000,Random-25,1,0,1,0.0,1.0
382,30000,VeraDM-prior,6,3,3,1.0,0.5
383,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
383,30000,Random-25,0,0,0,0.0,0.0
383,30000,VeraDM-prior,3,3,0,1.0,0.0
384,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
384,30000,Random-25,0,0,0,0.0,0.0
384,30000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
385,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
385,30000,Random-25,0,0,0,0.0,0.0
385,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
386,30000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
386,30000,Random-25,0,0,0,0.0,0.0
386,30000,VeraDM-prior,3,3,0,1.0,0.0
387,30000,Exhaustive-Expanded,1,0,1,0.0,1.0
387,30000,Random-25,0,0,0,0.0,0.0
387,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
388,30000,Exhaustive-Expanded,4,3,1,1.0,0.25
388,30000,Random-25,0,0,0,0.0,0.0
388,30000,VeraDM-prior,3,3,0,1.0,0.0
389,30000,Exhaustive-Expanded,3,3,0,1.0,0.0
389,30000,Random-25,0,0,0,0.0,0.0
389,30000,VeraDM-prior,4,3,1,1.0,0.25
390,30000,Exhaustive-Expanded,4,3,1,1.0,0.25
390,30000,Random-25,0,0,0,0.0,0.0
390,30000,VeraDM-prior,4,3,1,1.0,0.25
391,30000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
391,30000,Random-25,0,0,0,0.0,0.0
391,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
392,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
392,30000,Random-25,0,0,0,0.0,0.0
392,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
393,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
393,30000,Random-25,0,0,0,0.0,0.0
393,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
394,30000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
394,30000,Random-25,0,0,0,0.0,0.0
394,30000,VeraDM-prior,3,3,0,1.0,0.0
395,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
395,30000,Random-25,1,0,1,0.0,1.0
395,30000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
396,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
396,30000,Random-25,0,0,0,0.0,0.0
396,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
397,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
397,30000,Random-25,0,0,0,0.0,0.0
397,30000,VeraDM-prior,3,3,0,1.0,0.0
398,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
398,30000,Random-25,1,0,1,0.0,1.0
398,30000,VeraDM-prior,5,3,2,1.0,0.4
399,30000,Exhaustive-Expanded,3,3,0,1.0,0.0
399,30000,Random-25,0,0,0,0.0,0.0
399,30000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
400,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
400,30000,Random-25,0,0,0,0.0,0.0
400,30000,VeraDM-prior,3,3,0,1.0,0.0
401,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
401,30000,Random-25,0,0,0,0.0,0.0
401,30000,VeraDM-prior,5,3,2,1.0,0.4
402,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
402,30000,Random-25,0,0,0,0.0,0.0
402,30000,VeraDM-prior,3,3,0,1.0,0.0
403,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
403,30000,Random-25,0,0,0,0.0,0.0
403,30000,VeraDM-prior,3,3,0,1.0,0.0
404,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
404,30000,Random-25,0,0,0,0.0,0.0
404,30000,VeraDM-prior,3,3,0,1.0,0.0
405,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
405,30000,Random-25,0,0,0,0.0,0.0
405,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
406,30000,Exhaustive-Expanded,4,3,1,1.0,0.25
406,30000,Random-25,0,0,0,0.0,0.0
406,30000,VeraDM-prior,3,3,0,1.0,0.0
407,30000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
407,30000,Random-25,0,0,0,0.0,0.0
407,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
408,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
408,30000,Random-25,0,0,0,0.0,0.0
408,30000,VeraDM-prior,3,3,0,1.0,0.0
409,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
409,30000,Random-25,0,0,0,0.0,0.0
409,30000,VeraDM-prior,3,3,0,1.0,0.0
410,30000,Exhaustive-Expanded,4,3,1,1.0,0.25
410,30000,Random-25,0,0,0,0.0,0.0
410,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
411,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
411,30000,Random-25,0,0,0,0.0,0.0
411,30000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
412,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
412,30000,Random-25,1,0,1,0.0,1.0
412,30000,VeraDM-prior,3,3,0,1.0,0.0
413,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
413,30000,Random-25,0,0,0,0.0,0.0
413,30000,VeraDM-prior,3,3,0,1.0,0.0
414,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
414,30000,Random-25,0,0,0,0.0,0.0
414,30000,VeraDM-prior,3,3,0,1.0,0.0
415,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
415,30000,Random-25,0,0,0,0.0,0.0
415,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
416,30000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
416,30000,Random-25,0,0,0,0.0,0.0
416,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
417,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
417,30000,Random-25,0,0,0,0.0,0.0
417,30000,VeraDM-prior,3,3,0,1.0,0.0
418,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
418,30000,Random-25,2,0,2,0.0,1.0
418,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
419,30000,Exhaustive-Expanded,4,3,1,1.0,0.25
419,30000,Random-25,0,0,0,0.0,0.0
419,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
420,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
420,30000,Random-25,0,0,0,0.0,0.0
420,30000,VeraDM-prior,4,3,1,1.0,0.25
421,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
421,30000,Random-25,0,0,0,0.0,0.0
421,30000,VeraDM-prior,3,3,0,1.0,0.0
422,30000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
422,30000,Random-25,0,0,0,0.0,0.0
422,30000,VeraDM-prior,3,3,0,1.0,0.0
423,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
423,30000,Random-25,0,0,0,0.0,0.0
423,30000,VeraDM-prior,4,3,1,1.0,0.25
424,30000,Exhaustive-Expanded,3,3,0,1.0,0.0
424,30000,Random-25,1,0,1,0.0,1.0
424,30000,VeraDM-prior,3,3,0,1.0,0.0
425,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
425,30000,Random-25,0,0,0,0.0,0.0
425,30000,VeraDM-prior,3,3,0,1.0,0.0
426,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
426,30000,Random-25,0,0,0,0.0,0.0
426,30000,VeraDM-prior,3,3,0,1.0,0.0
427,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
427,30000,Random-25,0,0,0,0.0,0.0
427,30000,VeraDM-prior,3,3,0,1.0,0.0
428,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
428,30000,Random-25,0,0,0,0.0,0.0
428,30000,VeraDM-prior,3,3,0,1.0,0.0
429,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
429,30000,Random-25,0,0,0,0.0,0.0
429,30000,VeraDM-prior,3,3,0,1.0,0.0
430,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
430,30000,Random-25,0,0,0,0.0,0.0
430,30000,VeraDM-prior,3,3,0,1.0,0.0
431,30000,Exhaustive-Expanded,3,3,0,1.0,0.0
431,30000,Random-25,0,0,0,0.0,0.0
431,30000,VeraDM-prior,3,3,0,1.0,0.0
432,30000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
432,30000,Random-25,0,0,0,0.0,0.0
432,30000,VeraDM-prior,3,3,0,1.0,0.0
433,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
433,30000,Random-25,0,0,0,0.0,0.0
433,30000,VeraDM-prior,3,3,0,1.0,0.0
434,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
434,30000,Random-25,0,0,0,0.0,0.0
434,30000,VeraDM-prior,3,3,0,1.0,0.0
435,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
435,30000,Random-25,0,0,0,0.0,0.0
435,30000,VeraDM-prior,3,3,0,1.0,0.0
436,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
436,30000,Random-25,0,0,0,0.0,0.0
436,30000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
437,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
437,30000,Random-25,0,0,0,0.0,0.0
437,30000,VeraDM-prior,3,3,0,1.0,0.0
438,30000,Exhaustive-Expanded,3,3,0,1.0,0.0
438,30000,Random-25,1,0,1,0.0,1.0
438,30000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
439,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
439,30000,Random-25,0,0,0,0.0,0.0
439,30000,VeraDM-prior,4,3,1,1.0,0.25
440,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
440,30000,Random-25,1,0,1,0.0,1.0
440,30000,VeraDM-prior,3,3,0,1.0,0.0
441,30000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
441,30000,Random-25,0,0,0,0.0,0.0
441,30000,VeraDM-prior,3,3,0,1.0,0.0
442,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
442,30000,Random-25,0,0,0,0.0,0.0
442,30000,VeraDM-prior,4,2,2,0.6666666666666666,0.5
443,30000,Exhaustive-Expanded,1,0,1,0.0,1.0
443,30000,Random-25,0,0,0,0.0,0.0
443,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
444,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
444,30000,Random-25,0,0,0,0.0,0.0
444,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
445,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
445,30000,Random-25,0,0,0,0.0,0.0
445,30000,VeraDM-prior,4,3,1,1.0,0.25
446,30000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
446,30000,Random-25,0,0,0,0.0,0.0
446,30000,VeraDM-prior,3,3,0,1.0,0.0
447,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
447,30000,Random-25,0,0,0,0.0,0.0
447,30000,VeraDM-prior,5,3,2,1.0,0.4
448,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
448,30000,Random-25,1,0,1,0.0,1.0
448,30000,VeraDM-prior,3,3,0,1.0,0.0
449,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
449,30000,Random-25,1,0,1,0.0,1.0
449,30000,VeraDM-prior,4,3,1,1.0,0.25
450,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
450,30000,Random-25,0,0,0,0.0,0.0
450,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
451,30000,Exhaustive-Expanded,3,1,2,0.3333333333333333,0.6666666666666666
451,30000,Random-25,1,0,1,0.0,1.0
451,30000,VeraDM-prior,4,3,1,1.0,0.25
452,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
452,30000,Random-25,1,0,1,0.0,1.0
452,30000,VeraDM-prior,4,3,1,1.0,0.25
453,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
453,30000,Random-25,1,0,1,0.0,1.0
453,30000,VeraDM-prior,2,1,1,0.3333333333333333,0.5
454,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
454,30000,Random-25,0,0,0,0.0,0.0
454,30000,VeraDM-prior,3,3,0,1.0,0.0
455,30000,Exhaustive-Expanded,4,3,1,1.0,0.25
455,30000,Random-25,1,0,1,0.0,1.0
455,30000,VeraDM-prior,3,3,0,1.0,0.0
456,30000,Exhaustive-Expanded,4,2,2,0.6666666666666666,0.5
456,30000,Random-25,0,0,0,0.0,0.0
456,30000,VeraDM-prior,3,3,0,1.0,0.0
457,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
457,30000,Random-25,0,0,0,0.0,0.0
457,30000,VeraDM-prior,3,3,0,1.0,0.0
458,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
458,30000,Random-25,0,0,0,0.0,0.0
458,30000,VeraDM-prior,6,3,3,1.0,0.5
459,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
459,30000,Random-25,1,0,1,0.0,1.0
459,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
460,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
460,30000,Random-25,0,0,0,0.0,0.0
460,30000,VeraDM-prior,4,2,2,0.6666666666666666,0.5
461,30000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
461,30000,Random-25,0,0,0,0.0,0.0
461,30000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
462,30000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
462,30000,Random-25,0,0,0,0.0,0.0
462,30000,VeraDM-prior,3,3,0,1.0,0.0
463,30000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
463,30000,Random-25,0,0,0,0.0,0.0
463,30000,VeraDM-prior,3,3,0,1.0,0.0
464,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
464,30000,Random-25,0,0,0,0.0,0.0
464,30000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
465,30000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
465,30000,Random-25,0,0,0,0.0,0.0
465,30000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
466,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
466,30000,Random-25,0,0,0,0.0,0.0
466,30000,VeraDM-prior,3,3,0,1.0,0.0
467,30000,Exhaustive-Expanded,3,3,0,1.0,0.0
467,30000,Random-25,0,0,0,0.0,0.0
467,30000,VeraDM-prior,3,3,0,1.0,0.0
468,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
468,30000,Random-25,0,0,0,0.0,0.0
468,30000,VeraDM-prior,4,3,1,1.0,0.25
469,30000,Exhaustive-Expanded,3,3,0,1.0,0.0
469,30000,Random-25,0,0,0,0.0,0.0
469,30000,VeraDM-prior,3,3,0,1.0,0.0
470,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
470,30000,Random-25,0,0,0,0.0,0.0
470,30000,VeraDM-prior,3,3,0,1.0,0.0
471,30000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
471,30000,Random-25,0,0,0,0.0,0.0
471,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
472,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
472,30000,Random-25,0,0,0,0.0,0.0
472,30000,VeraDM-prior,3,3,0,1.0,0.0
473,30000,Exhaustive-Expanded,4,3,1,1.0,0.25
473,30000,Random-25,0,0,0,0.0,0.0
473,30000,VeraDM-prior,4,3,1,1.0,0.25
474,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
474,30000,Random-25,0,0,0,0.0,0.0
474,30000,VeraDM-prior,4,3,1,1.0,0.25
475,30000,Exhaustive-Expanded,1,0,1,0.0,1.0
475,30000,Random-25,0,0,0,0.0,0.0
475,30000,VeraDM-prior,4,3,1,1.0,0.25
476,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
476,30000,Random-25,0,0,0,0.0,0.0
476,30000,VeraDM-prior,3,3,0,1.0,0.0
477,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
477,30000,Random-25,0,0,0,0.0,0.0
477,30000,VeraDM-prior,4,3,1,1.0,0.25
478,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
478,30000,Random-25,1,0,1,0.0,1.0
478,30000,VeraDM-prior,4,3,1,1.0,0.25
479,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
479,30000,Random-25,0,0,0,0.0,0.0
479,30000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
480,30000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
480,30000,Random-25,0,0,0,0.0,0.0
480,30000,VeraDM-prior,3,3,0,1.0,0.0
481,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
481,30000,Random-25,0,0,0,0.0,0.0
481,30000,VeraDM-prior,3,3,0,1.0,0.0
482,30000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
482,30000,Random-25,0,0,0,0.0,0.0
482,30000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
483,30000,Exhaustive-Expanded,4,3,1,1.0,0.25
483,30000,Random-25,0,0,0,0.0,0.0
483,30000,VeraDM-prior,4,3,1,1.0,0.25
484,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
484,30000,Random-25,0,0,0,0.0,0.0
484,30000,VeraDM-prior,3,3,0,1.0,0.0
485,30000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
485,30000,Random-25,0,0,0,0.0,0.0
485,30000,VeraDM-prior,4,3,1,1.0,0.25
486,30000,Exhaustive-Expanded,3,3,0,1.0,0.0
486,30000,Random-25,0,0,0,0.0,0.0
486,30000,VeraDM-prior,4,3,1,1.0,0.25
487,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
487,30000,Random-25,0,0,0,0.0,0.0
487,30000,VeraDM-prior,3,3,0,1.0,0.0
488,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
488,30000,Random-25,0,0,0,0.0,0.0
488,30000,VeraDM-prior,3,3,0,1.0,0.0
489,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
489,30000,Random-25,0,0,0,0.0,0.0
489,30000,VeraDM-prior,4,3,1,1.0,0.25
490,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
490,30000,Random-25,0,0,0,0.0,0.0
490,30000,VeraDM-prior,4,3,1,1.0,0.25
491,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
491,30000,Random-25,0,0,0,0.0,0.0
491,30000,VeraDM-prior,4,3,1,1.0,0.25
492,30000,Exhaustive-Expanded,3,3,0,1.0,0.0
492,30000,Random-25,1,0,1,0.0,1.0
492,30000,VeraDM-prior,2,1,1,0.3333333333333333,0.5
493,30000,Exhaustive-Expanded,4,3,1,1.0,0.25
493,30000,Random-25,0,0,0,0.0,0.0
493,30000,VeraDM-prior,3,3,0,1.0,0.0
494,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
494,30000,Random-25,0,0,0,0.0,0.0
494,30000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
495,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
495,30000,Random-25,0,0,0,0.0,0.0
495,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
496,30000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
496,30000,Random-25,0,0,0,0.0,0.0
496,30000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
497,30000,Exhaustive-Expanded,0,0,0,0.0,0.0
497,30000,Random-25,0,0,0,0.0,0.0
497,30000,VeraDM-prior,3,2,1,0.6666666666666666,0.3333333333333333
498,30000,Exhaustive-Expanded,5,3,2,1.0,0.4
498,30000,Random-25,0,0,0,0.0,0.0
498,30000,VeraDM-prior,0,0,0,0.0,0.0
499,30000,Exhaustive-Expanded,3,1,2,0.3333333333333333,0.6666666666666666
499,30000,Random-25,0,0,0,0.0,0.0
499,30000,VeraDM-prior,3,3,0,1.0,0.0
0,100000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
0,100000,Random-25,0,0,0,0.0,0.0
0,100000,VeraDM-prior,3,3,0,1.0,0.0
1,100000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
1,100000,Random-25,0,0,0,0.0,0.0
1,100000,VeraDM-prior,3,3,0,1.0,0.0
2,100000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
2,100000,Random-25,1,0,1,0.0,1.0
2,100000,VeraDM-prior,4,3,1,1.0,0.25
3,100000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
3,100000,Random-25,0,0,0,0.0,0.0
3,100000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
4,100000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
4,100000,Random-25,0,0,0,0.0,0.0
4,100000,VeraDM-prior,3,3,0,1.0,0.0
5,100000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
5,100000,Random-25,0,0,0,0.0,0.0
5,100000,VeraDM-prior,3,3,0,1.0,0.0
6,100000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
6,100000,Random-25,0,0,0,0.0,0.0
6,100000,VeraDM-prior,3,3,0,1.0,0.0
7,100000,Exhaustive-Expanded,0,0,0,0.0,0.0
7,100000,Random-25,0,0,0,0.0,0.0
7,100000,VeraDM-prior,5,3,2,1.0,0.4
8,100000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
8,100000,Random-25,0,0,0,0.0,0.0
8,100000,VeraDM-prior,3,3,0,1.0,0.0
9,100000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
9,100000,Random-25,0,0,0,0.0,0.0
9,100000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
10,100000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
10,100000,Random-25,0,0,0,0.0,0.0
10,100000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
11,100000,Exhaustive-Expanded,0,0,0,0.0,0.0
11,100000,Random-25,0,0,0,0.0,0.0
11,100000,VeraDM-prior,4,3,1,1.0,0.25
12,100000,Exhaustive-Expanded,0,0,0,0.0,0.0
12,100000,Random-25,0,0,0,0.0,0.0
12,100000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
13,100000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
13,100000,Random-25,0,0,0,0.0,0.0
13,100000,VeraDM-prior,3,3,0,1.0,0.0
14,100000,Exhaustive-Expanded,3,1,2,0.3333333333333333,0.6666666666666666
14,100000,Random-25,0,0,0,0.0,0.0
14,100000,VeraDM-prior,3,3,0,1.0,0.0
15,100000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
15,100000,Random-25,0,0,0,0.0,0.0
15,100000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
16,100000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
16,100000,Random-25,0,0,0,0.0,0.0
16,100000,VeraDM-prior,3,3,0,1.0,0.0
17,100000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
17,100000,Random-25,0,0,0,0.0,0.0
17,100000,VeraDM-prior,1,1,0,0.3333333333333333,0.0
18,100000,Exhaustive-Expanded,1,0,1,0.0,1.0
18,100000,Random-25,1,0,1,0.0,1.0
18,100000,VeraDM-prior,3,3,0,1.0,0.0
19,100000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
19,100000,Random-25,0,0,0,0.0,0.0
19,100000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
20,100000,Exhaustive-Expanded,2,2,0,0.6666666666666666,0.0
20,100000,Random-25,0,0,0,0.0,0.0
20,100000,VeraDM-prior,5,3,2,1.0,0.4
21,100000,Exhaustive-Expanded,1,1,0,0.3333333333333333,0.0
21,100000,Random-25,0,0,0,0.0,0.0
21,100000,VeraDM-prior,2,2,0,0.6666666666666666,0.0
22,100000,Exhaustive-Expanded,3,2,1,0.6666666666666666,0.3333333333333333
22,100000,Random-25,0,0,0,0.0,0.0
22,100000,VeraDM-prior,4,3,1,1.0,0.25
23,100000,Exhaustive-Expanded,2,1,1,0.3333333333333333,0.5
23,100000,Random-25,0,0,0,0.0,0.0
23,100000,VeraDM-prior,3,3,0,1.0,0.0
24,100000,Exhaustive-Expanded,0,0,0,0.0,0.0
